PACE_NUM,PACE_IN_SECONDS
0,1353.8818813023452
1,1116.3428483824937
2,1142.3011838709613
3,1098.8789801521314
4,1094.027918660929
5,749.4358911390508
6,885.9327705887695
7,526.3580697895027
8,331.9664335820194
9,1140.7687266569371
10,496.3599476826724
11,846.5094075348005
12,849.4408462350505
13,825.389518619863
14,869.3065583659117
