PACE_NUM,PACE_IN_SECONDS
0,1125.7054011538141
1,1216.4326692268291
2,571.0971808960952
3,566.8451106773832
4,1228.5814588742833
5,4539.150037038901
6,453.1806154520321
7,568.9322255232549
8,509.5932666443891
9,869.7301195363003
10,1163.179406982485
11,571.1301066721271
12,885.8822984736387
13,1010.3563089038716
14,1029.2207827262844
