PACE_NUM,PACE_IN_SECONDS
0,1106.1100662196502
1,1010.1489571911244
2,837.6543766605585
3,1261.9782714365251
4,676.2168958264223
5,678.459854840388
6,994.1222888784882
7,816.15984707796
8,812.631692720748
9,676.5859386402648
10,924.8817858594753
11,1000.7639040267783
12,1092.0046992893267
13,632.7625339201409
14,1162.5914823053597
15,931.825557007195
16,569.5330124336584
17,745.254738059873
18,698.6209061350304
19,1083.6057221809433
20,909.0545237999119
